,code,class,date,avg,DOY
113,hallyeo,0,2003-04-23,0.4328768572499771,113
121,hallyeo,0,2003-05-01,0.47178039044105785,121
129,hallyeo,0,2003-05-09,0.48926330747718744,129
137,hallyeo,0,2003-05-17,0.49579816330219467,137
145,hallyeo,0,2003-05-25,0.49761713038769845,145
153,hallyeo,0,2003-06-02,0.4974229327679801,153
161,hallyeo,0,2003-06-10,0.4962302984552294,161
169,hallyeo,0,2003-06-18,0.4943602458753363,169
177,hallyeo,0,2003-06-26,0.4918553692135906,177
185,hallyeo,0,2003-07-04,0.4886389956067556,185
193,hallyeo,0,2003-07-12,0.48457452015184554,193
201,hallyeo,0,2003-07-20,0.4794887819892105,201
209,hallyeo,0,2003-07-28,0.47318490531231366,209
217,hallyeo,0,2003-08-05,0.4654553785613841,217
225,hallyeo,0,2003-08-13,0.45610053722815713,225
233,hallyeo,0,2003-08-21,0.4449548348718793,233
241,hallyeo,0,2003-08-29,0.43192068473303996,241
249,hallyeo,0,2003-09-06,0.41700620899579205,249
257,hallyeo,0,2003-09-14,0.4003591481956586,257
265,hallyeo,0,2003-09-22,0.38228595981717695,265
273,hallyeo,0,2003-09-30,0.36324520187031417,273
281,hallyeo,0,2003-10-08,0.34380958345664414,281
289,hallyeo,0,2003-10-16,0.32460093156220093,289
297,hallyeo,0,2003-10-24,0.30621266076694637,297
305,hallyeo,0,2003-11-01,0.28913953096259715,305
313,hallyeo,0,2003-11-09,0.27373141650925237,313
321,hallyeo,0,2003-11-17,0.2601783466310865,321
329,hallyeo,0,2003-11-25,0.24852354714834315,329
337,hallyeo,0,2003-12-03,0.238694461136971,337
345,hallyeo,0,2003-12-11,0.23054034496586767,345
353,hallyeo,0,2003-12-19,0.22386758798925793,353
361,hallyeo,0,2003-12-27,0.2184678754681978,361
366,hallyeo,0,2004-01-01,0.18970754616134292,1
374,hallyeo,0,2004-01-09,0.18970771949753445,9
382,hallyeo,0,2004-01-17,0.1897085903425228,17
390,hallyeo,0,2004-01-25,0.18971186180025085,25
398,hallyeo,0,2004-02-02,0.1897231179562589,33
406,hallyeo,0,2004-02-10,0.18976054973396153,41
414,hallyeo,0,2004-02-18,0.18988321704267602,49
422,hallyeo,0,2004-02-26,0.19028226242202936,57
430,hallyeo,0,2004-03-05,0.19157211626783988,65
438,hallyeo,0,2004-03-13,0.19568794221798577,73
446,hallyeo,0,2004-03-21,0.20834055916184616,81
454,hallyeo,0,2004-03-29,0.24321667593173088,89
462,hallyeo,0,2004-04-06,0.3162091933570158,97
470,hallyeo,0,2004-04-14,0.40805517052751544,105
478,hallyeo,0,2004-04-22,0.4710441877211015,113
486,hallyeo,0,2004-04-30,0.49850045785669006,121
494,hallyeo,0,2004-05-08,0.5080501049755823,129
502,hallyeo,0,2004-05-16,0.5110648160260961,137
510,hallyeo,0,2004-05-24,0.5119310938887683,145
518,hallyeo,0,2004-06-01,0.5120898335534065,153
526,hallyeo,0,2004-06-09,0.5119800773337909,161
534,hallyeo,0,2004-06-17,0.5117162114396411,169
542,hallyeo,0,2004-06-25,0.51130194110323,177
550,hallyeo,0,2004-07-03,0.5106929397775332,185
558,hallyeo,0,2004-07-11,0.5098105189693186,193
566,hallyeo,0,2004-07-19,0.508538071516136,201
574,hallyeo,0,2004-07-27,0.5067097622265848,209
582,hallyeo,0,2004-08-04,0.5040943657855875,217
590,hallyeo,0,2004-08-12,0.5003760659130465,225
598,hallyeo,0,2004-08-20,0.49513573552510737,233
606,hallyeo,0,2004-08-28,0.48784048321975937,241
614,hallyeo,0,2004-09-05,0.477856206242273,249
622,hallyeo,0,2004-09-13,0.4645059485434762,257
630,hallyeo,0,2004-09-21,0.447199592709237,265
638,hallyeo,0,2004-09-29,0.42564421603336916,273
646,hallyeo,0,2004-10-07,0.40009485441195686,281
654,hallyeo,0,2004-10-15,0.37153177416197825,289
662,hallyeo,0,2004-10-23,0.3416139382893726,297
670,hallyeo,0,2004-10-31,0.3123415655104556,305
678,hallyeo,0,2004-11-08,0.28554951141362506,313
686,hallyeo,0,2004-11-16,0.2624843588676888,321
694,hallyeo,0,2004-11-24,0.2436516560454997,329
702,hallyeo,0,2004-12-02,0.22892838915329108,337
710,hallyeo,0,2004-12-10,0.217803952228123,345
718,hallyeo,0,2004-12-18,0.20961346557454125,353
726,hallyeo,0,2004-12-26,0.2036973580694404,361
731,hallyeo,0,2005-01-01,0.2087167169336743,1
739,hallyeo,0,2005-01-09,0.208716532532765,9
747,hallyeo,0,2005-01-17,0.2087164645481978,17
755,hallyeo,0,2005-01-25,0.20871702318828614,25
763,hallyeo,0,2005-02-02,0.20872002046777774,33
771,hallyeo,0,2005-02-10,0.20873167600285683,41
779,hallyeo,0,2005-02-18,0.20877304285719409,49
787,hallyeo,0,2005-02-26,0.20891492529997566,57
795,hallyeo,0,2005-03-06,0.20939427143134565,65
803,hallyeo,0,2005-03-14,0.2109965068197479,73
811,hallyeo,0,2005-03-22,0.2162510242402209,81
819,hallyeo,0,2005-03-30,0.23256864436455985,89
827,hallyeo,0,2005-04-07,0.2758388276580136,97
835,hallyeo,0,2005-04-15,0.35483451738641886,105
843,hallyeo,0,2005-04-23,0.4338224039359374,113
851,hallyeo,0,2005-05-01,0.4770662098110055,121
859,hallyeo,0,2005-05-09,0.4933340261765671,129
867,hallyeo,0,2005-05-17,0.49850912031901035,137
875,hallyeo,0,2005-05-25,0.49999240649304094,145
883,hallyeo,0,2005-06-02,0.5002981646898519,153
891,hallyeo,0,2005-06-10,0.5001897044543611,161
899,hallyeo,0,2005-06-18,0.4998721818525128,169
907,hallyeo,0,2005-06-26,0.499371110954861,177
915,hallyeo,0,2005-07-04,0.498643447879453,185
923,hallyeo,0,2005-07-12,0.4976053057122766,193
931,hallyeo,0,2005-07-20,0.4961328857523582,201
939,hallyeo,0,2005-07-28,0.4940535981524178,209
947,hallyeo,0,2005-08-05,0.4911329034579867,217
955,hallyeo,0,2005-08-13,0.48706013830778255,225
963,hallyeo,0,2005-08-21,0.4814380673990422,233
971,hallyeo,0,2005-08-29,0.473784753610129,241
979,hallyeo,0,2005-09-06,0.46356164369622654,249
987,hallyeo,0,2005-09-14,0.45024571244797923,257
995,hallyeo,0,2005-09-22,0.43345931503819485,265
1003,hallyeo,0,2005-09-30,0.4131491049160391,273
1011,hallyeo,0,2005-10-08,0.38976122876823277,281
1019,hallyeo,0,2005-10-16,0.36431506375992084,289
1027,hallyeo,0,2005-10-24,0.3382831759785062,297
1035,hallyeo,0,2005-11-01,0.31327718606494037,305
1043,hallyeo,0,2005-11-09,0.29066809097872853,313
1051,hallyeo,0,2005-11-17,0.2713183118104395,321
1059,hallyeo,0,2005-11-25,0.25552109808485857,329
1067,hallyeo,0,2005-12-03,0.24311353453803244,337
1075,hallyeo,0,2005-12-11,0.2336610886947584,345
1083,hallyeo,0,2005-12-19,0.2266259533748445,353
1091,hallyeo,0,2005-12-27,0.22148031429005022,361
1096,hallyeo,0,2006-01-01,0.19564696705137882,1
1104,hallyeo,0,2006-01-09,0.1956490986309447,9
1112,hallyeo,0,2006-01-17,0.1956547606087979,17
1120,hallyeo,0,2006-01-25,0.19566883244591726,25
1128,hallyeo,0,2006-02-02,0.19570264646955063,33
1136,hallyeo,0,2006-02-10,0.19578240686568288,41
1144,hallyeo,0,2006-02-18,0.19596850470758476,49
1152,hallyeo,0,2006-02-26,0.19639960349927638,57
1160,hallyeo,0,2006-03-06,0.19739212436791304,65
1168,hallyeo,0,2006-03-14,0.19965891655331008,73
1176,hallyeo,0,2006-03-22,0.2047604640667657,81
1184,hallyeo,0,2006-03-30,0.2158948918675435,89
1192,hallyeo,0,2006-04-07,0.23867668134004924,97
1200,hallyeo,0,2006-04-15,0.2797190199919181,105
1208,hallyeo,0,2006-04-23,0.3391497797880908,113
1216,hallyeo,0,2006-05-01,0.40273323617448764,121
1224,hallyeo,0,2006-05-09,0.45207392081140063,129
1232,hallyeo,0,2006-05-17,0.4816224917854374,137
1240,hallyeo,0,2006-05-25,0.4965847682387706,145
1248,hallyeo,0,2006-06-02,0.5034151236976805,153
1256,hallyeo,0,2006-06-10,0.5062351016525556,161
1264,hallyeo,0,2006-06-18,0.5071320868187161,169
1272,hallyeo,0,2006-06-26,0.5070459921528868,177
1280,hallyeo,0,2006-07-04,0.5063510506736699,185
1288,hallyeo,0,2006-07-12,0.5051482627186932,193
1296,hallyeo,0,2006-07-20,0.5033964126897037,201
1304,hallyeo,0,2006-07-28,0.5009651694597762,209
1312,hallyeo,0,2006-08-05,0.49765286695448147,217
1320,hallyeo,0,2006-08-13,0.493189970689043,225
1328,hallyeo,0,2006-08-21,0.48724017365124683,233
1336,hallyeo,0,2006-08-29,0.4794085922842125,241
1344,hallyeo,0,2006-09-06,0.46926700648436726,249
1352,hallyeo,0,2006-09-14,0.4564064500175066,257
1360,hallyeo,0,2006-09-22,0.44052386637045554,265
1368,hallyeo,0,2006-09-30,0.4215376313075396,273
1376,hallyeo,0,2006-10-08,0.39970511138044224,281
1384,hallyeo,0,2006-10-16,0.37569214703361087,289
1392,hallyeo,0,2006-10-24,0.3505396361200484,297
1400,hallyeo,0,2006-11-01,0.32550567541265285,305
1408,hallyeo,0,2006-11-09,0.3018250908782047,313
1416,hallyeo,0,2006-11-17,0.28047815267225096,321
1424,hallyeo,0,2006-11-25,0.2620544687511346,329
1432,hallyeo,0,2006-12-03,0.24674163947961203,337
1440,hallyeo,0,2006-12-11,0.2344079696240157,345
1448,hallyeo,0,2006-12-19,0.2247227859570814,353
1456,hallyeo,0,2006-12-27,0.21726782662362246,361
1461,hallyeo,0,2007-01-01,0.19673719975683007,1
1469,hallyeo,0,2007-01-09,0.19673951506634874,9
1477,hallyeo,0,2007-01-17,0.196745683684915,17
1485,hallyeo,0,2007-01-25,0.19676208542319992,25
1493,hallyeo,0,2007-02-02,0.19680564171302972,33
1501,hallyeo,0,2007-02-10,0.19692119793753907,41
1509,hallyeo,0,2007-02-18,0.19722739866227476,49
1517,hallyeo,0,2007-02-26,0.19803677092729932,57
1525,hallyeo,0,2007-03-06,0.20016321872907933,65
1533,hallyeo,0,2007-03-14,0.2056634080228285,73
1541,hallyeo,0,2007-03-22,0.21933526817821242,81
1549,hallyeo,0,2007-03-30,0.25020836695768567,89
1557,hallyeo,0,2007-04-07,0.30700297353965955,97
1565,hallyeo,0,2007-04-15,0.3806575027002439,105
1573,hallyeo,0,2007-04-23,0.44257125084586946,113
1581,hallyeo,0,2007-05-01,0.4783063577429023,121
1589,hallyeo,0,2007-05-09,0.4946252904250551,129
1597,hallyeo,0,2007-05-17,0.5012661007205542,137
1605,hallyeo,0,2007-05-25,0.5038249782446313,145
1613,hallyeo,0,2007-06-02,0.5047662468591657,153
1621,hallyeo,0,2007-06-10,0.5050695856456155,161
1629,hallyeo,0,2007-06-18,0.5051033714684728,169
1637,hallyeo,0,2007-06-26,0.5049934432381918,177
1645,hallyeo,0,2007-07-04,0.504765822226007,185
1653,hallyeo,0,2007-07-12,0.5043977245821721,193
1661,hallyeo,0,2007-07-20,0.503831461624657,201
1669,hallyeo,0,2007-07-28,0.5029717367753059,209
1677,hallyeo,0,2007-08-05,0.5016732895107485,217
1685,hallyeo,0,2007-08-13,0.4997206966640186,225
1693,hallyeo,0,2007-08-21,0.49680083047575746,233
1701,hallyeo,0,2007-08-29,0.49246999872912933,241
1709,hallyeo,0,2007-09-06,0.48612314432052445,249
1717,hallyeo,0,2007-09-14,0.4769836703237892,257
1725,hallyeo,0,2007-09-22,0.4641500888554785,265
1733,hallyeo,0,2007-09-30,0.4467522369177542,273
1741,hallyeo,0,2007-10-08,0.4242587055849108,281
1749,hallyeo,0,2007-10-16,0.39689437840258945,289
1757,hallyeo,0,2007-10-24,0.36596588894731413,297
1765,hallyeo,0,2007-11-01,0.33378593392802386,305
1773,hallyeo,0,2007-11-09,0.30306239677787383,313
1781,hallyeo,0,2007-11-17,0.27604531352126926,321
1789,hallyeo,0,2007-11-25,0.2539528774598563,329
1797,hallyeo,0,2007-12-03,0.23693633051344265,337
1805,hallyeo,0,2007-12-11,0.2244235331759304,345
1813,hallyeo,0,2007-12-19,0.2155328736064314,353
1821,hallyeo,0,2007-12-27,0.2093687411175982,361
1826,hallyeo,0,2008-01-01,0.22218608859201888,1
1834,hallyeo,0,2008-01-09,0.2221860604253794,9
1842,hallyeo,0,2008-01-17,0.2221860666242303,17
1850,hallyeo,0,2008-01-25,0.22218626506325517,25
1858,hallyeo,0,2008-02-02,0.22218729470333445,33
1866,hallyeo,0,2008-02-10,0.22219166228089415,41
1874,hallyeo,0,2008-02-18,0.22220908648510404,49
1882,hallyeo,0,2008-02-26,0.22227706357045712,57
1890,hallyeo,0,2008-03-05,0.22253982545312792,65
1898,hallyeo,0,2008-03-13,0.22354919227410971,73
1906,hallyeo,0,2008-03-21,0.2273782890350123,81
1914,hallyeo,0,2008-03-29,0.24130120932619076,89
1922,hallyeo,0,2008-04-06,0.2851054782544468,97
1930,hallyeo,0,2008-04-14,0.37764932304297705,105
1938,hallyeo,0,2008-04-22,0.4738028188949909,113
1946,hallyeo,0,2008-04-30,0.5219727390325104,121
1954,hallyeo,0,2008-05-08,0.5376460036339312,129
1962,hallyeo,0,2008-05-16,0.5419571347034964,137
1970,hallyeo,0,2008-05-24,0.5430447015929675,145
1978,hallyeo,0,2008-06-01,0.5432488672658167,153
1986,hallyeo,0,2008-06-09,0.5431805443579862,161
1994,hallyeo,0,2008-06-17,0.5429779709959437,169
2002,hallyeo,0,2008-06-25,0.5426442805932878,177
2010,hallyeo,0,2008-07-03,0.5421306122380795,185
2018,hallyeo,0,2008-07-11,0.5413494864686449,193
2026,hallyeo,0,2008-07-19,0.540166312311507,201
2034,hallyeo,0,2008-07-27,0.5383804152857669,209
2042,hallyeo,0,2008-08-04,0.5356978291684591,217
2050,hallyeo,0,2008-08-12,0.5316973170149728,225
2058,hallyeo,0,2008-08-20,0.5257950977254194,233
2066,hallyeo,0,2008-08-28,0.5172236338302849,241
2074,hallyeo,0,2008-09-05,0.505057081753544,249
2082,hallyeo,0,2008-09-13,0.4883363282329518,257
2090,hallyeo,0,2008-09-21,0.4663483772980434,265
2098,hallyeo,0,2008-09-29,0.43905295415931006,273
2106,hallyeo,0,2008-10-07,0.4074926763675561,281
2114,hallyeo,0,2008-10-15,0.3738640716661605,289
2122,hallyeo,0,2008-10-23,0.3410117018542783,297
2130,hallyeo,0,2008-10-31,0.31153024706438315,305
2138,hallyeo,0,2008-11-08,0.2870227897310267,313
2146,hallyeo,0,2008-11-16,0.2679134216286156,321
2154,hallyeo,0,2008-11-24,0.25374355651438296,329
2162,hallyeo,0,2008-12-02,0.2436232296610847,337
2170,hallyeo,0,2008-12-10,0.23658722090579146,345
2178,hallyeo,0,2008-12-18,0.23178665115687558,353
2186,hallyeo,0,2008-12-26,0.22855316173356607,361
2191,hallyeo,0,2009-01-01,0.20065339949429103,1
2199,hallyeo,0,2009-01-09,0.2006538595370723,9
2207,hallyeo,0,2009-01-17,0.20065545692068917,17
2215,hallyeo,0,2009-01-25,0.2006606390121236,25
2223,hallyeo,0,2009-02-02,0.20067697285431665,33
2231,hallyeo,0,2009-02-10,0.20072778198786256,41
2239,hallyeo,0,2009-02-18,0.2008848007679958,49
2247,hallyeo,0,2009-02-26,0.201367982654014,57
2255,hallyeo,0,2009-03-06,0.20284658117741894,65
2263,hallyeo,0,2009-03-14,0.2073110194451998,73
2271,hallyeo,0,2009-03-22,0.22028439024586097,81
2279,hallyeo,0,2009-03-30,0.2541684285320696,89
2287,hallyeo,0,2009-04-07,0.3225741122451627,97
2295,hallyeo,0,2009-04-15,0.40927281499766716,105
2303,hallyeo,0,2009-04-23,0.4720094776180931,113
2311,hallyeo,0,2009-05-01,0.5014031851246776,121
2319,hallyeo,0,2009-05-09,0.5123546231074138,129
2327,hallyeo,0,2009-05-17,0.5160450552787926,137
2335,hallyeo,0,2009-05-25,0.5171969725112853,145
2343,hallyeo,0,2009-06-02,0.5174738418964322,153
2351,hallyeo,0,2009-06-10,0.5174168283772399,161
2359,hallyeo,0,2009-06-18,0.5171811146784999,169
2367,hallyeo,0,2009-06-26,0.5167843777066637,177
2375,hallyeo,0,2009-07-04,0.5161841726598231,185
2383,hallyeo,0,2009-07-12,0.5152965197209239,193
2391,hallyeo,0,2009-07-20,0.5139926743269854,201
2399,hallyeo,0,2009-07-28,0.5120856957190587,209
2407,hallyeo,0,2009-08-05,0.5093105514146293,217
2415,hallyeo,0,2009-08-13,0.5053002628166787,225
2423,hallyeo,0,2009-08-21,0.4995631725600622,233
2431,hallyeo,0,2009-08-29,0.4914727807370531,241
2439,hallyeo,0,2009-09-06,0.48029186546547176,249
2447,hallyeo,0,2009-09-14,0.46526351197584176,257
2455,hallyeo,0,2009-09-22,0.44580124124357323,265
2463,hallyeo,0,2009-09-30,0.4217758306434644,273
2471,hallyeo,0,2009-10-08,0.39381137665748944,281
2479,hallyeo,0,2009-10-16,0.3634058789826312,289
2487,hallyeo,0,2009-10-24,0.3327002219744581,297
2495,hallyeo,0,2009-11-01,0.30391961067373063,305
2503,hallyeo,0,2009-11-09,0.27876846038343134,313
2511,hallyeo,0,2009-11-17,0.2580997594110992,321
2519,hallyeo,0,2009-11-25,0.24195594002349788,329
2527,hallyeo,0,2009-12-03,0.22983957850551515,337
2535,hallyeo,0,2009-12-11,0.22101549990776387,345
2543,hallyeo,0,2009-12-19,0.21472898325913065,353
2551,hallyeo,0,2009-12-27,0.21032017688743834,361
2556,hallyeo,0,2010-01-01,0.21204910046800446,1
2564,hallyeo,0,2010-01-09,0.21204913245270668,9
2572,hallyeo,0,2010-01-17,0.21204923772851444,17
2580,hallyeo,0,2010-01-25,0.21204958421431505,25
2588,hallyeo,0,2010-02-02,0.2120507245278386,33
2596,hallyeo,0,2010-02-10,0.21205447727089186,41
2604,hallyeo,0,2010-02-18,0.21206682685000386,49
2612,hallyeo,0,2010-02-26,0.2121074618592736,57
2620,hallyeo,0,2010-03-06,0.2122411139181735,65
2628,hallyeo,0,2010-03-14,0.21268013692677182,73
2636,hallyeo,0,2010-03-22,0.21411613173013905,81
2644,hallyeo,0,2010-03-30,0.21874858169751185,89
2652,hallyeo,0,2010-04-07,0.23305002801323427,97
2660,hallyeo,0,2010-04-15,0.27182331932226883,105
2668,hallyeo,0,2010-04-23,0.3482138834381912,113
2676,hallyeo,0,2010-05-01,0.43466250383830224,121
2684,hallyeo,0,2010-05-09,0.4878742772562615,129
2692,hallyeo,0,2010-05-17,0.5094773665066714,137
2700,hallyeo,0,2010-05-25,0.5167280669397409,145
2708,hallyeo,0,2010-06-02,0.5190010081638092,153
2716,hallyeo,0,2010-06-10,0.5196967971432641,161
2724,hallyeo,0,2010-06-18,0.5199058053584564,169
2732,hallyeo,0,2010-06-26,0.5199636390191056,177
2740,hallyeo,0,2010-07-04,0.5199704234197556,185
2748,hallyeo,0,2010-07-12,0.5199521684511537,193
2756,hallyeo,0,2010-07-20,0.5199083864041877,201
2764,hallyeo,0,2010-07-28,0.5198231428665477,209
2772,hallyeo,0,2010-08-05,0.5196619404256662,217
2780,hallyeo,0,2010-08-13,0.519358688933955,225
2788,hallyeo,0,2010-08-21,0.518789391171747,233
2796,hallyeo,0,2010-08-29,0.517723430142159,241
2804,hallyeo,0,2010-09-06,0.5157368390334834,249
2812,hallyeo,0,2010-09-14,0.5120665069334939,257
2820,hallyeo,0,2010-09-22,0.5053928463886449,265
2828,hallyeo,0,2010-09-30,0.4936035158918719,273
2836,hallyeo,0,2010-10-08,0.4738013850558,281
2844,hallyeo,0,2010-10-16,0.443199177119707,289
2852,hallyeo,0,2010-10-24,0.40150467359282116,297
2860,hallyeo,0,2010-11-01,0.35348216315276526,305
2868,hallyeo,0,2010-11-09,0.30779694923652307,313
2876,hallyeo,0,2010-11-17,0.2715922102599883,321
2884,hallyeo,0,2010-11-25,0.24683342900857708,329
2892,hallyeo,0,2010-12-03,0.23156102906655615,337
2900,hallyeo,0,2010-12-11,0.22273189552184702,345
2908,hallyeo,0,2010-12-19,0.21781803167049998,353
2916,hallyeo,0,2010-12-27,0.21514093190533476,361
2921,hallyeo,0,2011-01-01,0.20364239823935176,1
2929,hallyeo,0,2011-01-09,0.2036556133748454,9
2937,hallyeo,0,2011-01-17,0.2036835777445831,17
2945,hallyeo,0,2011-01-25,0.20374261321095294,25
2953,hallyeo,0,2011-02-02,0.20386702045300314,33
2961,hallyeo,0,2011-02-10,0.20412876397699384,41
2969,hallyeo,0,2011-02-18,0.20467837539432102,49
2977,hallyeo,0,2011-02-26,0.20582884217106515,57
2985,hallyeo,0,2011-03-06,0.2082228905756983,65
2993,hallyeo,0,2011-03-14,0.21314640775245786,73
3001,hallyeo,0,2011-03-22,0.2230340047733679,81
3009,hallyeo,0,2011-03-30,0.2419790794284207,89
3017,hallyeo,0,2011-04-07,0.2752188804413673,97
3025,hallyeo,0,2011-04-15,0.3254334882614422,105
3033,hallyeo,0,2011-04-23,0.3864205201444165,113
3041,hallyeo,0,2011-05-01,0.4435622675468015,121
3049,hallyeo,0,2011-05-09,0.4854554041217797,129
3057,hallyeo,0,2011-05-17,0.5109442526283438,137
3065,hallyeo,0,2011-05-25,0.5246923410508103,145
3073,hallyeo,0,2011-06-02,0.5315677587372553,153
3081,hallyeo,0,2011-06-10,0.534785961661023,161
3089,hallyeo,0,2011-06-18,0.5361114167446592,169
3097,hallyeo,0,2011-06-26,0.5364186151397098,177
3105,hallyeo,0,2011-07-04,0.5360979405246595,185
3113,hallyeo,0,2011-07-12,0.5352812747749821,193
3121,hallyeo,0,2011-07-20,0.5339522684612221,201
3129,hallyeo,0,2011-07-28,0.53199325410262,209
3137,hallyeo,0,2011-08-05,0.5291990090152296,217
3145,hallyeo,0,2011-08-13,0.5252740203738067,225
3153,hallyeo,0,2011-08-21,0.5198241104198356,233
3161,hallyeo,0,2011-08-29,0.5123530125647517,241
3169,hallyeo,0,2011-09-06,0.5022780252309518,249
3177,hallyeo,0,2011-09-14,0.48898378285364574,257
3185,hallyeo,0,2011-09-22,0.47193400839208527,265
3193,hallyeo,0,2011-09-30,0.45084789170908046,273
3201,hallyeo,0,2011-10-08,0.42591053045764116,281
3209,hallyeo,0,2011-10-16,0.39793189958722197,289
3217,hallyeo,0,2011-10-24,0.3683370797233604,297
3225,hallyeo,0,2011-11-01,0.3389209532511181,305
3233,hallyeo,0,2011-11-09,0.31143605807386965,313
3241,hallyeo,0,2011-11-17,0.2872003913726149,321
3249,hallyeo,0,2011-11-25,0.2668971070783537,329
3257,hallyeo,0,2011-12-03,0.25060558704947766,337
3265,hallyeo,0,2011-12-11,0.2379793001807123,345
3273,hallyeo,0,2011-12-19,0.2284544968127435,353
3281,hallyeo,0,2011-12-27,0.22141477178979996,361
3286,hallyeo,0,2012-01-01,0.212904982452446,1
3294,hallyeo,0,2012-01-09,0.21290433811314674,9
3302,hallyeo,0,2012-01-17,0.21290362865029067,17
3310,hallyeo,0,2012-01-25,0.2129032621676408,25
3318,hallyeo,0,2012-02-02,0.2129047677911942,33
3326,hallyeo,0,2012-02-10,0.21291334850597932,41
3334,hallyeo,0,2012-02-18,0.21294607321211084,49
3342,hallyeo,0,2012-02-26,0.21305807448442404,57
3350,hallyeo,0,2012-03-05,0.21342599842509122,65
3358,hallyeo,0,2012-03-13,0.21461131138205625,73
3366,hallyeo,0,2012-03-21,0.2183671368885047,81
3374,hallyeo,0,2012-03-29,0.22988383412450616,89
3382,hallyeo,0,2012-04-06,0.26216919444653275,97
3390,hallyeo,0,2012-04-14,0.3340366335783441,105
3398,hallyeo,0,2012-04-22,0.43554830703771524,113
3406,hallyeo,0,2012-04-30,0.5146070472066123,121
3414,hallyeo,0,2012-05-08,0.552240429130223,129
3422,hallyeo,0,2012-05-16,0.5658956545733588,137
3430,hallyeo,0,2012-05-24,0.5702060115228329,145
3438,hallyeo,0,2012-06-01,0.5713018827019362,153
3446,hallyeo,0,2012-06-09,0.5712577495371297,161
3454,hallyeo,0,2012-06-17,0.5706976347636843,169
3462,hallyeo,0,2012-06-25,0.5697565846989114,177
3470,hallyeo,0,2012-07-03,0.5683913127255403,185
3478,hallyeo,0,2012-07-11,0.5664711439508584,193
3486,hallyeo,0,2012-07-19,0.5637971396920045,201
3494,hallyeo,0,2012-07-27,0.5600976465480402,209
3502,hallyeo,0,2012-08-04,0.5550173921169402,217
3510,hallyeo,0,2012-08-12,0.5481095368608853,225
3518,hallyeo,0,2012-08-20,0.5388408493650122,233
3526,hallyeo,0,2012-08-28,0.5266239977689884,241
3534,hallyeo,0,2012-09-05,0.5108937090236392,249
3542,hallyeo,0,2012-09-13,0.49123878585480085,257
3550,hallyeo,0,2012-09-21,0.4675812558490704,265
3558,hallyeo,0,2012-09-29,0.4403544003948648,273
3566,hallyeo,0,2012-10-07,0.41059032344638186,281
3574,hallyeo,0,2012-10-15,0.3798272061008892,289
3582,hallyeo,0,2012-10-23,0.34982059595754095,297
3590,hallyeo,0,2012-10-31,0.32216050826573334,305
3598,hallyeo,0,2012-11-08,0.29796076413076844,313
3606,hallyeo,0,2012-11-16,0.27773700547649705,321
3614,hallyeo,0,2012-11-24,0.2614734534827584,329
3622,hallyeo,0,2012-12-02,0.2487942808142481,337
3630,hallyeo,0,2012-12-10,0.23914659495133755,345
3638,hallyeo,0,2012-12-18,0.23194033801223118,353
3646,hallyeo,0,2012-12-26,0.22663182778175245,361
3651,hallyeo,0,2013-01-01,0.2205279527235857,1
3659,hallyeo,0,2013-01-09,0.220528802606358,9
3667,hallyeo,0,2013-01-17,0.22053204634740575,17
3675,hallyeo,0,2013-01-25,0.2205420683899048,25
3683,hallyeo,0,2013-02-02,0.22057074209241154,33
3691,hallyeo,0,2013-02-10,0.22065001862736075,41
3699,hallyeo,0,2013-02-18,0.22086552579496838,49
3707,hallyeo,0,2013-02-26,0.2214457179700522,57
3715,hallyeo,0,2013-03-06,0.22299487724103534,65
3723,hallyeo,0,2013-03-14,0.22707765167500513,73
3731,hallyeo,0,2013-03-22,0.23752422868619547,81
3739,hallyeo,0,2013-03-30,0.2624022836892655,89
3747,hallyeo,0,2013-04-07,0.3127797466097835,97
3755,hallyeo,0,2013-04-15,0.38801490473231387,105
3763,hallyeo,0,2013-04-23,0.46138064160553,113
3771,hallyeo,0,2013-05-01,0.5084813704396772,121
3779,hallyeo,0,2013-05-09,0.5311229878723583,129
3787,hallyeo,0,2013-05-17,0.5404333122764592,137
3795,hallyeo,0,2013-05-25,0.5439238744841755,145
3803,hallyeo,0,2013-06-02,0.5450598690871014,153
3811,hallyeo,0,2013-06-10,0.5452247751485141,161
3819,hallyeo,0,2013-06-18,0.5449242197237846,169
3827,hallyeo,0,2013-06-26,0.5443119804530548,177
3835,hallyeo,0,2013-07-04,0.5433948555395436,185
3843,hallyeo,0,2013-07-12,0.5421064667951933,193
3851,hallyeo,0,2013-07-20,0.5403295843921506,201
3859,hallyeo,0,2013-07-28,0.5378980879307416,209
3867,hallyeo,0,2013-08-05,0.5345909314645569,217
3875,hallyeo,0,2013-08-13,0.5301241353616072,225
3883,hallyeo,0,2013-08-21,0.5241457731401172,233
3891,hallyeo,0,2013-08-29,0.5162404084534654,241
3899,hallyeo,0,2013-09-06,0.5059520014764765,249
3907,hallyeo,0,2013-09-14,0.49283600941611005,257
3915,hallyeo,0,2013-09-22,0.47654876077053465,265
3923,hallyeo,0,2013-09-30,0.45697047874953983,273
3931,hallyeo,0,2013-10-08,0.4343353161434462,281
3939,hallyeo,0,2013-10-16,0.409315053896599,289
3947,hallyeo,0,2013-10-24,0.38299452827569547,297
3955,hallyeo,0,2013-11-01,0.3567098479644004,305
3963,hallyeo,0,2013-11-09,0.33178994957410735,313
3971,hallyeo,0,2013-11-17,0.30930103622928057,321
